P_id,CellSize,P_Area_ha_Excel
27481,164,145.30
27487,164,145.30
27491,164,145.30
27550,164,145.30
27847,164,145.30
28047,164,145.30
28429,164,145.30
28879,164,145.30
28968,164,145.30
29292,164,145.30
29490,164,145.30
29529,164,145.30
29579,164,145.30
29937,164,145.30
29987,164,145.30
30120,164,145.30
30247,164,145.30
30303,164,145.30
31068,164,145.30
31424,164,145.30
31467,164,145.30
32002,164,145.30
311,165,146.19
1176,165,146.19
1207,165,146.19
1547,165,146.19
1845,165,146.19
1899,165,146.19
1913,165,146.19
2002,165,146.19
2038,165,146.19
2396,165,146.19
2699,165,146.19
2865,165,146.19
3312,165,146.19
3929,165,146.19
4007,165,146.19
4157,165,146.19
5360,165,146.19
5379,165,146.19
5389,165,146.19
5804,165,146.19
6525,165,146.19
6634,165,146.19
7020,165,146.19
7268,165,146.19
7399,165,146.19
7406,165,146.19
7451,165,146.19
7537,165,146.19
7611,165,146.19
7651,165,146.19
8630,165,146.19
8653,165,146.19
8659,165,146.19
9106,165,146.19
9343,165,146.19
9908,165,146.19
10204,165,146.19
10859,165,146.19
10961,165,146.19
11962,165,146.19
11966,165,146.19
12412,165,146.19
12472,165,146.19
12605,165,146.19
12745,165,146.19
12920,165,146.19
12955,165,146.19
13242,165,146.19
13402,165,146.19
13460,165,146.19
13508,165,146.19
14152,165,146.19
14369,165,146.19
14664,165,146.19
14895,165,146.19
14957,165,146.19
14968,165,146.19
15202,165,146.19
15400,165,146.19
15430,165,146.19
15590,165,146.19
15597,165,146.19
15877,165,146.19
16167,165,146.19
16223,165,146.19
16397,165,146.19
17036,165,146.19
17105,165,146.19
17217,165,146.19
18492,165,146.19
18669,165,146.19
18698,165,146.19
18865,165,146.19
19331,165,146.19
19336,165,146.19
19383,165,146.19
19500,165,146.19
20229,165,146.19
20701,165,146.19
20843,165,146.19
20903,165,146.19
20913,165,146.19
21440,165,146.19
21860,165,146.19
22046,165,146.19
22252,165,146.19
22543,165,146.19
22689,165,146.19
23601,165,146.19
24098,165,146.19
24382,165,146.19
24686,165,146.19
24779,165,146.19
24928,165,146.19
25474,165,146.19
25733,165,146.19
25894,165,146.19
25917,165,146.19
26027,165,146.19
26043,165,146.19
26117,165,146.19
26248,165,146.19
26472,165,146.19
26982,165,146.19
27058,165,146.19
27808,165,146.19
27933,165,146.19
28119,165,146.19
28174,165,146.19
28553,165,146.19
28720,165,146.19
29056,165,146.19
29152,165,146.19
29201,165,146.19
29246,165,146.19
29462,165,146.19
29484,165,146.19
29508,165,146.19
29591,165,146.19
30115,165,146.19
30339,165,146.19
30667,165,146.19
30849,165,146.19
30856,165,146.19
31128,165,146.19
31172,165,146.19
31297,165,146.19
31428,165,146.19
31504,165,146.19
530,166,147.08
540,166,147.08
874,166,147.08
1005,166,147.08
1087,166,147.08
1371,166,147.08
1429,166,147.08
1515,166,147.08
1578,166,147.08
1664,166,147.08
1667,166,147.08
1705,166,147.08
1753,166,147.08
2041,166,147.08
2197,166,147.08
2269,166,147.08
2834,166,147.08
2971,166,147.08
3120,166,147.08
3150,166,147.08
3320,166,147.08
3404,166,147.08
3887,166,147.08
3984,166,147.08
4025,166,147.08
4096,166,147.08
4389,166,147.08
4844,166,147.08
5316,166,147.08
5400,166,147.08
5874,166,147.08
6271,166,147.08
6681,166,147.08
7073,166,147.08
7250,166,147.08
7324,166,147.08
7414,166,147.08
7453,166,147.08
7623,166,147.08
7629,166,147.08
7836,166,147.08
7954,166,147.08
8034,166,147.08
8187,166,147.08
8591,166,147.08
8621,166,147.08
9384,166,147.08
9590,166,147.08
9685,166,147.08
9686,166,147.08
10062,166,147.08
10269,166,147.08
10773,166,147.08
11150,166,147.08
11265,166,147.08
11333,166,147.08
11421,166,147.08
11497,166,147.08
11820,166,147.08
11982,166,147.08
12029,166,147.08
12560,166,147.08
12664,166,147.08
13091,166,147.08
13132,166,147.08
13307,166,147.08
13399,166,147.08
13506,166,147.08
13640,166,147.08
13652,166,147.08
13701,166,147.08
13703,166,147.08
13711,166,147.08
13745,166,147.08
14030,166,147.08
14217,166,147.08
14295,166,147.08
14336,166,147.08
14749,166,147.08
14784,166,147.08
14828,166,147.08
14900,166,147.08
14929,166,147.08
15920,166,147.08
16692,166,147.08
16728,166,147.08
16858,166,147.08
16895,166,147.08
16962,166,147.08
16966,166,147.08
17029,166,147.08
17335,166,147.08
17359,166,147.08
17712,166,147.08
18387,166,147.08
18605,166,147.08
18989,166,147.08
19410,166,147.08
19946,166,147.08
20155,166,147.08
20395,166,147.08
20414,166,147.08
20667,166,147.08
20803,166,147.08
20897,166,147.08
21144,166,147.08
21770,166,147.08
21992,166,147.08
22401,166,147.08
22480,166,147.08
22493,166,147.08
22684,166,147.08
23078,166,147.08
23860,166,147.08
24397,166,147.08
26073,166,147.08
26473,166,147.08
26587,166,147.08
27644,166,147.08
28472,166,147.08
28601,166,147.08
28612,166,147.08
28638,166,147.08
29124,166,147.08
29260,166,147.08
29415,166,147.08
29474,166,147.08
29698,166,147.08
29819,166,147.08
30393,166,147.08
30647,166,147.08
30740,166,147.08
31810,166,147.08
243,167,147.96
391,167,147.96
477,167,147.96
859,167,147.96
1202,167,147.96
1277,167,147.96
1326,167,147.96
1630,167,147.96
1906,167,147.96
2188,167,147.96
2346,167,147.96
2384,167,147.96
2406,167,147.96
2643,167,147.96
2645,167,147.96
2701,167,147.96
2716,167,147.96
2802,167,147.96
3032,167,147.96
3286,167,147.96
5052,167,147.96
5272,167,147.96
5426,167,147.96
6276,167,147.96
6845,167,147.96
6989,167,147.96
7098,167,147.96
7624,167,147.96
8414,167,147.96
9482,167,147.96
9940,167,147.96
10261,167,147.96
10320,167,147.96
10517,167,147.96
10713,167,147.96
10980,167,147.96
11365,167,147.96
11381,167,147.96
11586,167,147.96
12057,167,147.96
12177,167,147.96
12923,167,147.96
13355,167,147.96
13673,167,147.96
14223,167,147.96
14247,167,147.96
14408,167,147.96
14778,167,147.96
15290,167,147.96
15363,167,147.96
15408,167,147.96
15420,167,147.96
15441,167,147.96
15666,167,147.96
15699,167,147.96
15726,167,147.96
16246,167,147.96
16530,167,147.96
16755,167,147.96
16941,167,147.96
17018,167,147.96
17053,167,147.96
17390,167,147.96
17458,167,147.96
17683,167,147.96
17779,167,147.96
18438,167,147.96
18673,167,147.96
18715,167,147.96
18825,167,147.96
19305,167,147.96
19756,167,147.96
19788,167,147.96
20270,167,147.96
20326,167,147.96
20484,167,147.96
21589,167,147.96
21734,167,147.96
21804,167,147.96
21818,167,147.96
22023,167,147.96
22278,167,147.96
22301,167,147.96
22369,167,147.96
22508,167,147.96
22688,167,147.96
22731,167,147.96
22733,167,147.96
22760,167,147.96
22974,167,147.96
23194,167,147.96
23799,167,147.96
24155,167,147.96
24763,167,147.96
24854,167,147.96
25001,167,147.96
25253,167,147.96
25715,167,147.96
26023,167,147.96
26024,167,147.96
26619,167,147.96
26924,167,147.96
27064,167,147.96
27953,167,147.96
28428,167,147.96
28838,167,147.96
29100,167,147.96
29443,167,147.96
29636,167,147.96
29758,167,147.96
29812,167,147.96
29852,167,147.96
29914,167,147.96
30711,167,147.96
30814,167,147.96
30830,167,147.96
30901,167,147.96
31685,167,147.96
31748,167,147.96
32075,167,147.96
83,168,148.85
112,168,148.85
697,168,148.85
805,168,148.85
827,168,148.85
905,168,148.85
1039,168,148.85
1495,168,148.85
2121,168,148.85
2239,168,148.85
2598,168,148.85
2720,168,148.85
3067,168,148.85
3555,168,148.85
3925,168,148.85
3997,168,148.85
4609,168,148.85
4832,168,148.85
4899,168,148.85
5182,168,148.85
5234,168,148.85
5356,168,148.85
5510,168,148.85
5955,168,148.85
6065,168,148.85
6381,168,148.85
6947,168,148.85
7090,168,148.85
7198,168,148.85
7684,168,148.85
7720,168,148.85
7823,168,148.85
8006,168,148.85
8709,168,148.85
8814,168,148.85
8840,168,148.85
8899,168,148.85
9004,168,148.85
9310,168,148.85
9722,168,148.85
10048,168,148.85
10122,168,148.85
10361,168,148.85
10400,168,148.85
10797,168,148.85
10928,168,148.85
11047,168,148.85
11155,168,148.85
11169,168,148.85
11379,168,148.85
11471,168,148.85
11744,168,148.85
11897,168,148.85
11944,168,148.85
12062,168,148.85
12434,168,148.85
12994,168,148.85
13395,168,148.85
13590,168,148.85
13607,168,148.85
13761,168,148.85
13886,168,148.85
14068,168,148.85
14146,168,148.85
14567,168,148.85
15723,168,148.85
15798,168,148.85
16081,168,148.85
16114,168,148.85
16129,168,148.85
16365,168,148.85
16629,168,148.85
16897,168,148.85
17109,168,148.85
17982,168,148.85
18027,168,148.85
18230,168,148.85
18455,168,148.85
19106,168,148.85
19342,168,148.85
19388,168,148.85
19401,168,148.85
19761,168,148.85
19927,168,148.85
20623,168,148.85
20962,168,148.85
21069,168,148.85
21163,168,148.85
21245,168,148.85
21468,168,148.85
21575,168,148.85
22205,168,148.85
22415,168,148.85
22475,168,148.85
22587,168,148.85
22862,168,148.85
23035,168,148.85
23271,168,148.85
23293,168,148.85
23431,168,148.85
24058,168,148.85
24360,168,148.85
25288,168,148.85
25415,168,148.85
25855,168,148.85
26475,168,148.85
26759,168,148.85
26832,168,148.85
26852,168,148.85
27078,168,148.85
27124,168,148.85
27141,168,148.85
27286,168,148.85
27290,168,148.85
27385,168,148.85
27463,168,148.85
28689,168,148.85
28785,168,148.85
29172,168,148.85
29480,168,148.85
30041,168,148.85
30284,168,148.85
30408,168,148.85
30582,168,148.85
30811,168,148.85
30927,168,148.85
31090,168,148.85
31348,168,148.85
31396,168,148.85
31426,168,148.85
31482,168,148.85
31766,168,148.85
31979,168,148.85
16,169,149.73
104,169,149.73
105,169,149.73
345,169,149.73
645,169,149.73
869,169,149.73
965,169,149.73
1309,169,149.73
1396,169,149.73
1709,169,149.73
1813,169,149.73
1831,169,149.73
2003,169,149.73
2813,169,149.73
3166,169,149.73
3409,169,149.73
3569,169,149.73
3732,169,149.73
4268,169,149.73
4385,169,149.73
4826,169,149.73
4901,169,149.73
5006,169,149.73
5065,169,149.73
5750,169,149.73
5809,169,149.73
5888,169,149.73
5916,169,149.73
6330,169,149.73
6613,169,149.73
7075,169,149.73
7351,169,149.73
7546,169,149.73
7896,169,149.73
7979,169,149.73
8123,169,149.73
8489,169,149.73
8561,169,149.73
9296,169,149.73
9365,169,149.73
9753,169,149.73
9815,169,149.73
9842,169,149.73
9847,169,149.73
10092,169,149.73
10199,169,149.73
10986,169,149.73
11289,169,149.73
11412,169,149.73
11525,169,149.73
11800,169,149.73
12224,169,149.73
12306,169,149.73
12486,169,149.73
12820,169,149.73
12868,169,149.73
13033,169,149.73
14718,169,149.73
14742,169,149.73
15073,169,149.73
15958,169,149.73
15967,169,149.73
15976,169,149.73
16096,169,149.73
16527,169,149.73
16806,169,149.73
17353,169,149.73
17599,169,149.73
17730,169,149.73
18072,169,149.73
18791,169,149.73
19073,169,149.73
19177,169,149.73
19286,169,149.73
19970,169,149.73
20057,169,149.73
20065,169,149.73
20544,169,149.73
20908,169,149.73
21031,169,149.73
21207,169,149.73
21209,169,149.73
21495,169,149.73
22528,169,149.73
22750,169,149.73
22764,169,149.73
23011,169,149.73
23494,169,149.73
23509,169,149.73
23737,169,149.73
24127,169,149.73
24445,169,149.73
24549,169,149.73
24695,169,149.73
24824,169,149.73
24887,169,149.73
25164,169,149.73
25334,169,149.73
25769,169,149.73
26341,169,149.73
26577,169,149.73
26822,169,149.73
27914,169,149.73
28147,169,149.73
28463,169,149.73
28551,169,149.73
28589,169,149.73
28813,169,149.73
28814,169,149.73
29238,169,149.73
29648,169,149.73
29831,169,149.73
29913,169,149.73
30132,169,149.73
30367,169,149.73
30751,169,149.73
30827,169,149.73
31227,169,149.73
31501,169,149.73
31697,169,149.73
32036,169,149.73
145,170,150.62
248,170,150.62
590,170,150.62
752,170,150.62
1182,170,150.62
1372,170,150.62
2094,170,150.62
2358,170,150.62
2362,170,150.62
2426,170,150.62
3258,170,150.62
3275,170,150.62
3583,170,150.62
3638,170,150.62
4162,170,150.62
4716,170,150.62
5203,170,150.62
5247,170,150.62
5431,170,150.62
5469,170,150.62
5471,170,150.62
5481,170,150.62
5992,170,150.62
6084,170,150.62
6770,170,150.62
7065,170,150.62
7208,170,150.62
7386,170,150.62
7601,170,150.62
7723,170,150.62
7744,170,150.62
7778,170,150.62
8016,170,150.62
8018,170,150.62
8094,170,150.62
8166,170,150.62
8417,170,150.62
8547,170,150.62
8722,170,150.62
9063,170,150.62
9295,170,150.62
9399,170,150.62
9523,170,150.62
9897,170,150.62
10167,170,150.62
10331,170,150.62
10453,170,150.62
11204,170,150.62
11620,170,150.62
11778,170,150.62
11844,170,150.62
11941,170,150.62
12021,170,150.62
12292,170,150.62
12812,170,150.62
13352,170,150.62
13630,170,150.62
13971,170,150.62
14200,170,150.62
14271,170,150.62
14475,170,150.62
14480,170,150.62
14564,170,150.62
14667,170,150.62
14795,170,150.62
14806,170,150.62
15068,170,150.62
15770,170,150.62
16131,170,150.62
16338,170,150.62
16782,170,150.62
16800,170,150.62
16879,170,150.62
16927,170,150.62
17075,170,150.62
17254,170,150.62
18011,170,150.62
18017,170,150.62
18110,170,150.62
18181,170,150.62
18185,170,150.62
18243,170,150.62
18343,170,150.62
18423,170,150.62
18712,170,150.62
18820,170,150.62
18959,170,150.62
20249,170,150.62
20774,170,150.62
20782,170,150.62
21087,170,150.62
21499,170,150.62
21726,170,150.62
21937,170,150.62
21952,170,150.62
21990,170,150.62
22219,170,150.62
22279,170,150.62
22309,170,150.62
22449,170,150.62
22459,170,150.62
22523,170,150.62
22801,170,150.62
22953,170,150.62
23051,170,150.62
23241,170,150.62
23457,170,150.62
23647,170,150.62
23873,170,150.62
24767,170,150.62
24800,170,150.62
25266,170,150.62
25451,170,150.62
25543,170,150.62
26069,170,150.62
26495,170,150.62
27615,170,150.62
27635,170,150.62
27740,170,150.62
27776,170,150.62
28004,170,150.62
29353,170,150.62
29519,170,150.62
29950,170,150.62
30159,170,150.62
30178,170,150.62
30194,170,150.62
30533,170,150.62
30602,170,150.62
30719,170,150.62
31617,170,150.62
31628,170,150.62
113,171,151.51
249,171,151.51
263,171,151.51
300,171,151.51
763,171,151.51
807,171,151.51
1299,171,151.51
1548,171,151.51
1576,171,151.51
1591,171,151.51
2093,171,151.51
2349,171,151.51
2477,171,151.51
2522,171,151.51
2594,171,151.51
2991,171,151.51
3274,171,151.51
3420,171,151.51
3659,171,151.51
3900,171,151.51
4366,171,151.51
4424,171,151.51
4477,171,151.51
4552,171,151.51
4580,171,151.51
4642,171,151.51
4961,171,151.51
5021,171,151.51
5095,171,151.51
5170,171,151.51
5300,171,151.51
5309,171,151.51
5367,171,151.51
5369,171,151.51
5596,171,151.51
6047,171,151.51
6294,171,151.51
6469,171,151.51
6651,171,151.51
6788,171,151.51
7029,171,151.51
7233,171,151.51
7236,171,151.51
7304,171,151.51
7531,171,151.51
7773,171,151.51
7777,171,151.51
8511,171,151.51
9035,171,151.51
9123,171,151.51
9231,171,151.51
9298,171,151.51
9511,171,151.51
10152,171,151.51
10409,171,151.51
10867,171,151.51
11855,171,151.51
12030,171,151.51
12043,171,151.51
12563,171,151.51
12632,171,151.51
12909,171,151.51
13144,171,151.51
13474,171,151.51
13514,171,151.51
13726,171,151.51
13798,171,151.51
14111,171,151.51
14598,171,151.51
14729,171,151.51
15113,171,151.51
15117,171,151.51
15841,171,151.51
16414,171,151.51
17334,171,151.51
17780,171,151.51
18087,171,151.51
18268,171,151.51
18317,171,151.51
18441,171,151.51
18733,171,151.51
18824,171,151.51
18962,171,151.51
18974,171,151.51
18984,171,151.51
19025,171,151.51
19185,171,151.51
19807,171,151.51
19923,171,151.51
20178,171,151.51
20243,171,151.51
20938,171,151.51
21304,171,151.51
21461,171,151.51
21497,171,151.51
21822,171,151.51
22257,171,151.51
22405,171,151.51
22728,171,151.51
23362,171,151.51
23389,171,151.51
23788,171,151.51
24862,171,151.51
25957,171,151.51
26172,171,151.51
26447,171,151.51
27238,171,151.51
27281,171,151.51
27326,171,151.51
27340,171,151.51
27433,171,151.51
27631,171,151.51
27639,171,151.51
27864,171,151.51
27977,171,151.51
28249,171,151.51
28740,171,151.51
28757,171,151.51
28864,171,151.51
28937,171,151.51
29026,171,151.51
29421,171,151.51
29859,171,151.51
29951,171,151.51
29963,171,151.51
30507,171,151.51
30696,171,151.51
30770,171,151.51
30836,171,151.51
31357,171,151.51
31557,171,151.51
68,172,152.39
232,172,152.39
446,172,152.39
586,172,152.39
787,172,152.39
975,172,152.39
1187,172,152.39
2013,172,152.39
2050,172,152.39
2581,172,152.39
2847,172,152.39
3222,172,152.39
3543,172,152.39
3725,172,152.39
3909,172,152.39
3920,172,152.39
3973,172,152.39
4257,172,152.39
4337,172,152.39
4731,172,152.39
4954,172,152.39
5349,172,152.39
5866,172,152.39
6145,172,152.39
6869,172,152.39
7010,172,152.39
7188,172,152.39
7340,172,152.39
7704,172,152.39
7739,172,152.39
7904,172,152.39
7941,172,152.39
7946,172,152.39
8890,172,152.39
8907,172,152.39
9069,172,152.39
9362,172,152.39
9610,172,152.39
9773,172,152.39
9869,172,152.39
10050,172,152.39
10843,172,152.39
10949,172,152.39
10962,172,152.39
11499,172,152.39
11696,172,152.39
12127,172,152.39
12320,172,152.39
12348,172,152.39
12422,172,152.39
13089,172,152.39
13579,172,152.39
13772,172,152.39
14173,172,152.39
14273,172,152.39
14510,172,152.39
14626,172,152.39
14773,172,152.39
14977,172,152.39
15059,172,152.39
15114,172,152.39
15157,172,152.39
15648,172,152.39
15717,172,152.39
16363,172,152.39
16946,172,152.39
17011,172,152.39
17112,172,152.39
17476,172,152.39
17823,172,152.39
17947,172,152.39
18261,172,152.39
18264,172,152.39
18296,172,152.39
18302,172,152.39
18375,172,152.39
18488,172,152.39
19819,172,152.39
20361,172,152.39
20750,172,152.39
20935,172,152.39
21015,172,152.39
21121,172,152.39
21687,172,152.39
22009,172,152.39
22403,172,152.39
22545,172,152.39
22702,172,152.39
23005,172,152.39
23134,172,152.39
23226,172,152.39
23808,172,152.39
24076,172,152.39
24364,172,152.39
25443,172,152.39
25625,172,152.39
25950,172,152.39
26483,172,152.39
26840,172,152.39
27087,172,152.39
27376,172,152.39
27495,172,152.39
27705,172,152.39
27935,172,152.39
28164,172,152.39
28256,172,152.39
28744,172,152.39
28904,172,152.39
29024,172,152.39
29623,172,152.39
29752,172,152.39
30168,172,152.39
31197,172,152.39
31383,172,152.39
31454,172,152.39
31542,172,152.39
31670,172,152.39
31751,172,152.39
31756,172,152.39
143,173,153.28
224,173,153.28
711,173,153.28
799,173,153.28
934,173,153.28
1031,173,153.28
1064,173,153.28
1193,173,153.28
1383,173,153.28
1647,173,153.28
2348,173,153.28
2584,173,153.28
2647,173,153.28
2795,173,153.28
3000,173,153.28
3351,173,153.28
3580,173,153.28
3677,173,153.28
4014,173,153.28
4128,173,153.28
4154,173,153.28
4258,173,153.28
4646,173,153.28
4675,173,153.28
4725,173,153.28
5153,173,153.28
5265,173,153.28
5323,173,153.28
6173,173,153.28
6386,173,153.28
6492,173,153.28
6854,173,153.28
7003,173,153.28
7030,173,153.28
7080,173,153.28
7273,173,153.28
8681,173,153.28
9058,173,153.28
10082,173,153.28
10115,173,153.28
10368,173,153.28
10435,173,153.28
10457,173,153.28
10519,173,153.28
10739,173,153.28
11128,173,153.28
11754,173,153.28
11846,173,153.28
12343,173,153.28
12541,173,153.28
12593,173,153.28
12611,173,153.28
12987,173,153.28
13140,173,153.28
13225,173,153.28
13648,173,153.28
14207,173,153.28
14226,173,153.28
14507,173,153.28
14546,173,153.28
14558,173,153.28
14577,173,153.28
14652,173,153.28
14849,173,153.28
15377,173,153.28
15506,173,153.28
15538,173,153.28
15551,173,153.28
15963,173,153.28
16137,173,153.28
16476,173,153.28
16809,173,153.28
16924,173,153.28
16943,173,153.28
17181,173,153.28
17302,173,153.28
17304,173,153.28
17542,173,153.28
17549,173,153.28
17627,173,153.28
17693,173,153.28
17776,173,153.28
18537,173,153.28
18550,173,153.28
18828,173,153.28
19311,173,153.28
20008,173,153.28
20032,173,153.28
20069,173,153.28
20499,173,153.28
20559,173,153.28
21386,173,153.28
21609,173,153.28
21765,173,153.28
22040,173,153.28
22194,173,153.28
22206,173,153.28
22834,173,153.28
22885,173,153.28
22946,173,153.28
22968,173,153.28
23052,173,153.28
23079,173,153.28
23112,173,153.28
23324,173,153.28
23384,173,153.28
23571,173,153.28
24049,173,153.28
24129,173,153.28
24228,173,153.28
24267,173,153.28
24350,173,153.28
24356,173,153.28
24512,173,153.28
24614,173,153.28
25128,173,153.28
25275,173,153.28
25577,173,153.28
26140,173,153.28
26250,173,153.28
26308,173,153.28
26370,173,153.28
26374,173,153.28
26534,173,153.28
26841,173,153.28
27029,173,153.28
27074,173,153.28
27195,173,153.28
27434,173,153.28
27779,173,153.28
28186,173,153.28
28265,173,153.28
28571,173,153.28
28680,173,153.28
28730,173,153.28
28835,173,153.28
29363,173,153.28
29403,173,153.28
29972,173,153.28
30565,173,153.28
30713,173,153.28
30716,173,153.28
31286,173,153.28
31384,173,153.28
31466,173,153.28
31959,173,153.28
32029,173,153.28
46,174,154.16
544,174,154.16
788,174,154.16
887,174,154.16
1120,174,154.16
1331,174,154.16
1747,174,154.16
2009,174,154.16
2042,174,154.16
2194,174,154.16
2595,174,154.16
2662,174,154.16
2712,174,154.16
2974,174,154.16
3092,174,154.16
3119,174,154.16
3422,174,154.16
3744,174,154.16
3752,174,154.16
3897,174,154.16
4080,174,154.16
4125,174,154.16
4433,174,154.16
4521,174,154.16
4611,174,154.16
5050,174,154.16
5178,174,154.16
6031,174,154.16
6075,174,154.16
6150,174,154.16
6165,174,154.16
6391,174,154.16
6407,174,154.16
6452,174,154.16
6674,174,154.16
6880,174,154.16
6899,174,154.16
7180,174,154.16
7598,174,154.16
7752,174,154.16
8174,174,154.16
8237,174,154.16
8519,174,154.16
8721,174,154.16
8896,174,154.16
8987,174,154.16
9416,174,154.16
9477,174,154.16
9613,174,154.16
9894,174,154.16
10417,174,154.16
10549,174,154.16
10628,174,154.16
10648,174,154.16
11194,174,154.16
11828,174,154.16
11874,174,154.16
12625,174,154.16
12667,174,154.16
12826,174,154.16
12969,174,154.16
13269,174,154.16
13675,174,154.16
13734,174,154.16
14049,174,154.16
14069,174,154.16
14098,174,154.16
14201,174,154.16
14783,174,154.16
14788,174,154.16
14834,174,154.16
14955,174,154.16
14978,174,154.16
15843,174,154.16
16128,174,154.16
16275,174,154.16
16484,174,154.16
16901,174,154.16
16985,174,154.16
17170,174,154.16
17485,174,154.16
17574,174,154.16
17747,174,154.16
17834,174,154.16
17956,174,154.16
18029,174,154.16
18095,174,154.16
18119,174,154.16
18546,174,154.16
18963,174,154.16
18969,174,154.16
19100,174,154.16
19184,174,154.16
19583,174,154.16
19645,174,154.16
20152,174,154.16
20183,174,154.16
20198,174,154.16
20575,174,154.16
20892,174,154.16
20921,174,154.16
20949,174,154.16
21222,174,154.16
21321,174,154.16
21519,174,154.16
21631,174,154.16
22286,174,154.16
22352,174,154.16
22443,174,154.16
23600,174,154.16
23746,174,154.16
24139,174,154.16
24234,174,154.16
24352,174,154.16
24538,174,154.16
24986,174,154.16
25310,174,154.16
25354,174,154.16
26080,174,154.16
26303,174,154.16
26637,174,154.16
26829,174,154.16
26921,174,154.16
27105,174,154.16
27722,174,154.16
27880,174,154.16
28018,174,154.16
28131,174,154.16
28432,174,154.16
28790,174,154.16
29306,174,154.16
29494,174,154.16
30008,174,154.16
30298,174,154.16
31028,174,154.16
31347,174,154.16
31350,174,154.16
31625,174,154.16
292,175,155.05
956,175,155.05
1190,175,155.05
2357,175,155.05
2414,175,155.05
2852,175,155.05
3124,175,155.05
3179,175,155.05
3678,175,155.05
3751,175,155.05
3983,175,155.05
4243,175,155.05
4318,175,155.05
4426,175,155.05
4506,175,155.05
4915,175,155.05
5262,175,155.05
5269,175,155.05
5366,175,155.05
5870,175,155.05
5872,175,155.05
6017,175,155.05
6340,175,155.05
6671,175,155.05
6695,175,155.05
6755,175,155.05
6928,175,155.05
7763,175,155.05
7869,175,155.05
8250,175,155.05
8397,175,155.05
8601,175,155.05
8912,175,155.05
9031,175,155.05
9190,175,155.05
9196,175,155.05
9335,175,155.05
9351,175,155.05
9534,175,155.05
10410,175,155.05
11594,175,155.05
12018,175,155.05
12228,175,155.05
12778,175,155.05
12882,175,155.05
13103,175,155.05
13141,175,155.05
13235,175,155.05
13493,175,155.05
14004,175,155.05
14474,175,155.05
14694,175,155.05
14709,175,155.05
14976,175,155.05
15021,175,155.05
15516,175,155.05
15531,175,155.05
15822,175,155.05
15893,175,155.05
15962,175,155.05
16033,175,155.05
16200,175,155.05
16644,175,155.05
16856,175,155.05
16999,175,155.05
17309,175,155.05
17589,175,155.05
17728,175,155.05
17804,175,155.05
17817,175,155.05
17898,175,155.05
18178,175,155.05
18631,175,155.05
18663,175,155.05
19019,175,155.05
19509,175,155.05
20041,175,155.05
20192,175,155.05
20394,175,155.05
20397,175,155.05
21019,175,155.05
21226,175,155.05
21294,175,155.05
21433,175,155.05
21484,175,155.05
22094,175,155.05
22260,175,155.05
22347,175,155.05
22370,175,155.05
22585,175,155.05
22985,175,155.05
23073,175,155.05
23210,175,155.05
23778,175,155.05
23878,175,155.05
24041,175,155.05
24045,175,155.05
24050,175,155.05
24111,175,155.05
24242,175,155.05
24426,175,155.05
25283,175,155.05
25289,175,155.05
25344,175,155.05
25399,175,155.05
26348,175,155.05
26651,175,155.05
26915,175,155.05
27207,175,155.05
27771,175,155.05
28005,175,155.05
28415,175,155.05
28648,175,155.05
29482,175,155.05
29681,175,155.05
29902,175,155.05
30248,175,155.05
30508,175,155.05
30539,175,155.05
31208,175,155.05
31241,175,155.05
31416,175,155.05
31828,175,155.05
31913,175,155.05
1295,176,155.94
1620,176,155.94
2423,176,155.94
2446,176,155.94
2574,176,155.94
2685,176,155.94
3208,176,155.94
3565,176,155.94
3726,176,155.94
3998,176,155.94
4305,176,155.94
4323,176,155.94
4325,176,155.94
4876,176,155.94
5074,176,155.94
6107,176,155.94
6156,176,155.94
6350,176,155.94
7309,176,155.94
7542,176,155.94
7742,176,155.94
8162,176,155.94
8367,176,155.94
8505,176,155.94
8753,176,155.94
8770,176,155.94
8784,176,155.94
8832,176,155.94
8839,176,155.94
9044,176,155.94
9146,176,155.94
9858,176,155.94
9860,176,155.94
10036,176,155.94
10523,176,155.94
10610,176,155.94
11086,176,155.94
11212,176,155.94
11802,176,155.94
12389,176,155.94
12638,176,155.94
12814,176,155.94
12880,176,155.94
13222,176,155.94
13274,176,155.94
13970,176,155.94
14272,176,155.94
14624,176,155.94
14780,176,155.94
15043,176,155.94
15282,176,155.94
15543,176,155.94
15572,176,155.94
15583,176,155.94
16147,176,155.94
16648,176,155.94
17096,176,155.94
17155,176,155.94
17338,176,155.94
17375,176,155.94
17732,176,155.94
17821,176,155.94
17948,176,155.94
18097,176,155.94
18125,176,155.94
18386,176,155.94
18511,176,155.94
18728,176,155.94
19105,176,155.94
19346,176,155.94
20943,176,155.94
20947,176,155.94
20961,176,155.94
21150,176,155.94
21194,176,155.94
21201,176,155.94
21663,176,155.94
21722,176,155.94
21806,176,155.94
21852,176,155.94
21979,176,155.94
22116,176,155.94
23154,176,155.94
23156,176,155.94
23275,176,155.94
24362,176,155.94
24709,176,155.94
24774,176,155.94
25090,176,155.94
25213,176,155.94
25294,176,155.94
25484,176,155.94
25832,176,155.94
25997,176,155.94
26228,176,155.94
26290,176,155.94
27865,176,155.94
28302,176,155.94
28351,176,155.94
28365,176,155.94
28590,176,155.94
29048,176,155.94
29287,176,155.94
30874,176,155.94
30902,176,155.94
31080,176,155.94
31096,176,155.94
31432,176,155.94
32069,176,155.94
